TS_V,TS_T,TS_P,V_V,V_T,V_P,V_TE,T_V,T_T,T_P,T_TE,P_V,P_T,P_P,P_TE
1.0,0.0,0.0,0.717948717948718,0.0,0.02564102564102564,0.2564102564102564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6851851851851852,0.0,0.10185185185185185,0.21296296296296297,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.35294117647058826,0.058823529411764705
1.0,0.0,0.0,0.2222222222222222,0.0,0.05555555555555555,0.7222222222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.7954545454545454,0.0,0.0,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.72,0.0,0.04,0.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.7439024390243902,0.0,0.10975609756097561,0.14634146341463414,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0
1.0,0.0,0.0,0.7560975609756098,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6862745098039216,0.0,0.11764705882352941,0.19607843137254902,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0
1.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,0.0,0.11538461538461539,0.38461538461538464,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
1.0,0.0,0.0,0.10526315789473684,0.0,0.15789473684210525,0.7368421052631579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0.0,0.08,0.5,0.0,0.21951219512195122,0.2804878048780488,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1
1.0,0.0,0.0,0.55,0.0,0.08,0.37,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.375
0.8823529411764706,0.0,0.11764705882352941,0.6421052631578947,0.0,0.17894736842105263,0.17894736842105263,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.13636363636363635,0.0
0.7586206896551724,0.0,0.2413793103448276,0.3,0.0,0.14,0.56,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142
1.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.8181818181818182,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
1.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6392405063291139,0.0,0.0949367088607595,0.26582278481012656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
